file,R_idx,r_idx,R_major,r_minor
texture_torus_R18_r17.glb,18,17,11.0,3.27
texture_torus_R18_r18.glb,18,18,11.0,3.4
texture_torus_R18_r19.glb,18,19,11.0,3.53
texture_torus_R18_r20.glb,18,20,11.0,3.67
texture_torus_R18_r21.glb,18,21,11.0,3.8
texture_torus_R18_r22.glb,18,22,11.0,3.93
texture_torus_R18_r23.glb,18,23,11.0,4.07
texture_torus_R18_r24.glb,18,24,11.0,4.2
texture_torus_R18_r25.glb,18,25,11.0,4.33
texture_torus_R18_r26.glb,18,26,11.0,4.47
texture_torus_R18_r27.glb,18,27,11.0,4.6
texture_torus_R18_r28.glb,18,28,11.0,4.73
texture_torus_R18_r29.glb,18,29,11.0,4.87
texture_torus_R18_r30.glb,18,30,11.0,5.0
texture_torus_R19_r0.glb,19,0,11.33,1.0
texture_torus_R19_r1.glb,19,1,11.33,1.13
texture_torus_R19_r2.glb,19,2,11.33,1.27
texture_torus_R19_r3.glb,19,3,11.33,1.4
texture_torus_R19_r4.glb,19,4,11.33,1.53
texture_torus_R19_r5.glb,19,5,11.33,1.67
texture_torus_R19_r6.glb,19,6,11.33,1.8
texture_torus_R19_r7.glb,19,7,11.33,1.93
texture_torus_R19_r8.glb,19,8,11.33,2.07
texture_torus_R19_r9.glb,19,9,11.33,2.2
texture_torus_R19_r10.glb,19,10,11.33,2.33
texture_torus_R19_r11.glb,19,11,11.33,2.47
texture_torus_R19_r12.glb,19,12,11.33,2.6
texture_torus_R19_r13.glb,19,13,11.33,2.73
texture_torus_R19_r14.glb,19,14,11.33,2.87
texture_torus_R19_r15.glb,19,15,11.33,3.0
texture_torus_R19_r16.glb,19,16,11.33,3.13
texture_torus_R19_r17.glb,19,17,11.33,3.27
texture_torus_R19_r18.glb,19,18,11.33,3.4
texture_torus_R19_r19.glb,19,19,11.33,3.53
texture_torus_R19_r20.glb,19,20,11.33,3.67
texture_torus_R19_r21.glb,19,21,11.33,3.8
texture_torus_R19_r22.glb,19,22,11.33,3.93
texture_torus_R19_r23.glb,19,23,11.33,4.07
texture_torus_R19_r24.glb,19,24,11.33,4.2
texture_torus_R19_r25.glb,19,25,11.33,4.33
texture_torus_R19_r26.glb,19,26,11.33,4.47
texture_torus_R19_r27.glb,19,27,11.33,4.6
texture_torus_R19_r28.glb,19,28,11.33,4.73
texture_torus_R19_r29.glb,19,29,11.33,4.87
texture_torus_R19_r30.glb,19,30,11.33,5.0
texture_torus_R20_r0.glb,20,0,11.67,1.0
texture_torus_R20_r1.glb,20,1,11.67,1.13
texture_torus_R20_r2.glb,20,2,11.67,1.27
texture_torus_R20_r3.glb,20,3,11.67,1.4
texture_torus_R20_r4.glb,20,4,11.67,1.53
texture_torus_R20_r5.glb,20,5,11.67,1.67
texture_torus_R20_r6.glb,20,6,11.67,1.8
texture_torus_R20_r7.glb,20,7,11.67,1.93
texture_torus_R20_r8.glb,20,8,11.67,2.07
texture_torus_R20_r9.glb,20,9,11.67,2.2
texture_torus_R20_r10.glb,20,10,11.67,2.33
texture_torus_R20_r11.glb,20,11,11.67,2.47
texture_torus_R20_r12.glb,20,12,11.67,2.6
texture_torus_R20_r13.glb,20,13,11.67,2.73
texture_torus_R20_r14.glb,20,14,11.67,2.87
texture_torus_R20_r15.glb,20,15,11.67,3.0
texture_torus_R20_r16.glb,20,16,11.67,3.13
texture_torus_R20_r17.glb,20,17,11.67,3.27
texture_torus_R20_r18.glb,20,18,11.67,3.4
texture_torus_R20_r19.glb,20,19,11.67,3.53
texture_torus_R20_r20.glb,20,20,11.67,3.67
texture_torus_R20_r21.glb,20,21,11.67,3.8
texture_torus_R20_r22.glb,20,22,11.67,3.93
texture_torus_R20_r23.glb,20,23,11.67,4.07
texture_torus_R20_r24.glb,20,24,11.67,4.2
texture_torus_R20_r25.glb,20,25,11.67,4.33
texture_torus_R20_r26.glb,20,26,11.67,4.47
texture_torus_R20_r27.glb,20,27,11.67,4.6
texture_torus_R20_r28.glb,20,28,11.67,4.73
texture_torus_R20_r29.glb,20,29,11.67,4.87
texture_torus_R20_r30.glb,20,30,11.67,5.0
texture_torus_R21_r0.glb,21,0,12.0,1.0
texture_torus_R21_r1.glb,21,1,12.0,1.13
texture_torus_R21_r2.glb,21,2,12.0,1.27
texture_torus_R21_r3.glb,21,3,12.0,1.4
texture_torus_R21_r4.glb,21,4,12.0,1.53
texture_torus_R21_r5.glb,21,5,12.0,1.67
texture_torus_R21_r6.glb,21,6,12.0,1.8
texture_torus_R21_r7.glb,21,7,12.0,1.93
texture_torus_R21_r8.glb,21,8,12.0,2.07
texture_torus_R21_r9.glb,21,9,12.0,2.2
texture_torus_R21_r10.glb,21,10,12.0,2.33
texture_torus_R21_r11.glb,21,11,12.0,2.47
texture_torus_R21_r12.glb,21,12,12.0,2.6
texture_torus_R21_r13.glb,21,13,12.0,2.73
texture_torus_R21_r14.glb,21,14,12.0,2.87
texture_torus_R21_r15.glb,21,15,12.0,3.0
texture_torus_R21_r16.glb,21,16,12.0,3.13
texture_torus_R21_r17.glb,21,17,12.0,3.27
texture_torus_R21_r18.glb,21,18,12.0,3.4
texture_torus_R21_r19.glb,21,19,12.0,3.53
texture_torus_R21_r20.glb,21,20,12.0,3.67
texture_torus_R21_r21.glb,21,21,12.0,3.8
texture_torus_R21_r22.glb,21,22,12.0,3.93
texture_torus_R21_r23.glb,21,23,12.0,4.07
texture_torus_R21_r24.glb,21,24,12.0,4.2
texture_torus_R21_r25.glb,21,25,12.0,4.33
texture_torus_R21_r26.glb,21,26,12.0,4.47
texture_torus_R21_r27.glb,21,27,12.0,4.6
texture_torus_R21_r28.glb,21,28,12.0,4.73
texture_torus_R21_r29.glb,21,29,12.0,4.87
texture_torus_R21_r30.glb,21,30,12.0,5.0
texture_torus_R22_r0.glb,22,0,12.33,1.0
texture_torus_R22_r1.glb,22,1,12.33,1.13
texture_torus_R22_r2.glb,22,2,12.33,1.27
texture_torus_R22_r3.glb,22,3,12.33,1.4
texture_torus_R22_r4.glb,22,4,12.33,1.53
texture_torus_R22_r5.glb,22,5,12.33,1.67
texture_torus_R22_r6.glb,22,6,12.33,1.8
texture_torus_R22_r7.glb,22,7,12.33,1.93
texture_torus_R22_r8.glb,22,8,12.33,2.07
texture_torus_R22_r9.glb,22,9,12.33,2.2
texture_torus_R22_r10.glb,22,10,12.33,2.33
texture_torus_R22_r11.glb,22,11,12.33,2.47
texture_torus_R22_r12.glb,22,12,12.33,2.6
texture_torus_R22_r13.glb,22,13,12.33,2.73
texture_torus_R22_r14.glb,22,14,12.33,2.87
texture_torus_R22_r15.glb,22,15,12.33,3.0
texture_torus_R22_r16.glb,22,16,12.33,3.13
texture_torus_R22_r17.glb,22,17,12.33,3.27
texture_torus_R22_r18.glb,22,18,12.33,3.4
texture_torus_R22_r19.glb,22,19,12.33,3.53
texture_torus_R22_r20.glb,22,20,12.33,3.67
texture_torus_R22_r21.glb,22,21,12.33,3.8
texture_torus_R22_r22.glb,22,22,12.33,3.93
texture_torus_R22_r23.glb,22,23,12.33,4.07
texture_torus_R22_r24.glb,22,24,12.33,4.2
texture_torus_R22_r25.glb,22,25,12.33,4.33
texture_torus_R22_r26.glb,22,26,12.33,4.47
texture_torus_R22_r27.glb,22,27,12.33,4.6
texture_torus_R22_r28.glb,22,28,12.33,4.73
texture_torus_R22_r29.glb,22,29,12.33,4.87
texture_torus_R22_r30.glb,22,30,12.33,5.0
texture_torus_R23_r0.glb,23,0,12.67,1.0
texture_torus_R23_r1.glb,23,1,12.67,1.13
texture_torus_R23_r2.glb,23,2,12.67,1.27
texture_torus_R23_r3.glb,23,3,12.67,1.4
texture_torus_R23_r4.glb,23,4,12.67,1.53
texture_torus_R23_r5.glb,23,5,12.67,1.67
texture_torus_R23_r6.glb,23,6,12.67,1.8
texture_torus_R23_r7.glb,23,7,12.67,1.93
texture_torus_R23_r8.glb,23,8,12.67,2.07
texture_torus_R23_r9.glb,23,9,12.67,2.2
texture_torus_R23_r10.glb,23,10,12.67,2.33
texture_torus_R23_r11.glb,23,11,12.67,2.47
texture_torus_R23_r12.glb,23,12,12.67,2.6
texture_torus_R23_r13.glb,23,13,12.67,2.73
texture_torus_R23_r14.glb,23,14,12.67,2.87
texture_torus_R23_r15.glb,23,15,12.67,3.0
texture_torus_R23_r16.glb,23,16,12.67,3.13
texture_torus_R23_r17.glb,23,17,12.67,3.27
texture_torus_R23_r18.glb,23,18,12.67,3.4
texture_torus_R23_r19.glb,23,19,12.67,3.53
texture_torus_R23_r20.glb,23,20,12.67,3.67
texture_torus_R23_r21.glb,23,21,12.67,3.8
texture_torus_R23_r22.glb,23,22,12.67,3.93
texture_torus_R23_r23.glb,23,23,12.67,4.07
texture_torus_R23_r24.glb,23,24,12.67,4.2
texture_torus_R23_r25.glb,23,25,12.67,4.33
texture_torus_R23_r26.glb,23,26,12.67,4.47
texture_torus_R23_r27.glb,23,27,12.67,4.6
texture_torus_R23_r28.glb,23,28,12.67,4.73
texture_torus_R23_r29.glb,23,29,12.67,4.87
texture_torus_R23_r30.glb,23,30,12.67,5.0
texture_torus_R24_r0.glb,24,0,13.0,1.0
texture_torus_R24_r1.glb,24,1,13.0,1.13
texture_torus_R24_r2.glb,24,2,13.0,1.27
texture_torus_R24_r3.glb,24,3,13.0,1.4
texture_torus_R24_r4.glb,24,4,13.0,1.53
texture_torus_R24_r5.glb,24,5,13.0,1.67
texture_torus_R24_r6.glb,24,6,13.0,1.8
texture_torus_R24_r7.glb,24,7,13.0,1.93
texture_torus_R24_r8.glb,24,8,13.0,2.07
texture_torus_R24_r9.glb,24,9,13.0,2.2
texture_torus_R24_r10.glb,24,10,13.0,2.33
texture_torus_R24_r11.glb,24,11,13.0,2.47
texture_torus_R24_r12.glb,24,12,13.0,2.6
texture_torus_R24_r13.glb,24,13,13.0,2.73
texture_torus_R24_r14.glb,24,14,13.0,2.87
texture_torus_R24_r15.glb,24,15,13.0,3.0
texture_torus_R24_r16.glb,24,16,13.0,3.13
texture_torus_R24_r17.glb,24,17,13.0,3.27
texture_torus_R24_r18.glb,24,18,13.0,3.4
texture_torus_R24_r19.glb,24,19,13.0,3.53
texture_torus_R24_r20.glb,24,20,13.0,3.67
texture_torus_R24_r21.glb,24,21,13.0,3.8
texture_torus_R24_r22.glb,24,22,13.0,3.93
texture_torus_R24_r23.glb,24,23,13.0,4.07
texture_torus_R24_r24.glb,24,24,13.0,4.2
texture_torus_R24_r25.glb,24,25,13.0,4.33
texture_torus_R24_r26.glb,24,26,13.0,4.47
texture_torus_R24_r27.glb,24,27,13.0,4.6
texture_torus_R24_r28.glb,24,28,13.0,4.73
texture_torus_R24_r29.glb,24,29,13.0,4.87
texture_torus_R24_r30.glb,24,30,13.0,5.0
texture_torus_R25_r0.glb,25,0,13.33,1.0
texture_torus_R25_r1.glb,25,1,13.33,1.13
texture_torus_R25_r2.glb,25,2,13.33,1.27
texture_torus_R25_r3.glb,25,3,13.33,1.4
texture_torus_R25_r4.glb,25,4,13.33,1.53
texture_torus_R25_r5.glb,25,5,13.33,1.67
texture_torus_R25_r6.glb,25,6,13.33,1.8
texture_torus_R25_r7.glb,25,7,13.33,1.93
texture_torus_R25_r8.glb,25,8,13.33,2.07
texture_torus_R25_r9.glb,25,9,13.33,2.2
texture_torus_R25_r10.glb,25,10,13.33,2.33
texture_torus_R25_r11.glb,25,11,13.33,2.47
texture_torus_R25_r12.glb,25,12,13.33,2.6
texture_torus_R25_r13.glb,25,13,13.33,2.73
texture_torus_R25_r14.glb,25,14,13.33,2.87
texture_torus_R25_r15.glb,25,15,13.33,3.0
texture_torus_R25_r16.glb,25,16,13.33,3.13
texture_torus_R25_r17.glb,25,17,13.33,3.27
texture_torus_R25_r18.glb,25,18,13.33,3.4
texture_torus_R25_r19.glb,25,19,13.33,3.53
texture_torus_R25_r20.glb,25,20,13.33,3.67
texture_torus_R25_r21.glb,25,21,13.33,3.8
texture_torus_R25_r22.glb,25,22,13.33,3.93
texture_torus_R25_r23.glb,25,23,13.33,4.07
texture_torus_R25_r24.glb,25,24,13.33,4.2
texture_torus_R25_r25.glb,25,25,13.33,4.33
texture_torus_R25_r26.glb,25,26,13.33,4.47
texture_torus_R25_r27.glb,25,27,13.33,4.6
texture_torus_R25_r28.glb,25,28,13.33,4.73
texture_torus_R25_r29.glb,25,29,13.33,4.87
texture_torus_R25_r30.glb,25,30,13.33,5.0
texture_torus_R26_r0.glb,26,0,13.67,1.0
texture_torus_R26_r1.glb,26,1,13.67,1.13
texture_torus_R26_r2.glb,26,2,13.67,1.27
texture_torus_R26_r3.glb,26,3,13.67,1.4
texture_torus_R26_r4.glb,26,4,13.67,1.53
texture_torus_R26_r5.glb,26,5,13.67,1.67
texture_torus_R26_r6.glb,26,6,13.67,1.8
texture_torus_R26_r7.glb,26,7,13.67,1.93
texture_torus_R26_r8.glb,26,8,13.67,2.07
texture_torus_R26_r9.glb,26,9,13.67,2.2
texture_torus_R26_r10.glb,26,10,13.67,2.33
texture_torus_R26_r11.glb,26,11,13.67,2.47
texture_torus_R26_r12.glb,26,12,13.67,2.6
texture_torus_R26_r13.glb,26,13,13.67,2.73
texture_torus_R26_r14.glb,26,14,13.67,2.87
texture_torus_R26_r15.glb,26,15,13.67,3.0
texture_torus_R26_r16.glb,26,16,13.67,3.13
texture_torus_R26_r17.glb,26,17,13.67,3.27
texture_torus_R26_r18.glb,26,18,13.67,3.4
texture_torus_R26_r19.glb,26,19,13.67,3.53
texture_torus_R26_r20.glb,26,20,13.67,3.67
texture_torus_R26_r21.glb,26,21,13.67,3.8
texture_torus_R26_r22.glb,26,22,13.67,3.93
texture_torus_R26_r23.glb,26,23,13.67,4.07
texture_torus_R26_r24.glb,26,24,13.67,4.2
texture_torus_R26_r25.glb,26,25,13.67,4.33
texture_torus_R26_r26.glb,26,26,13.67,4.47
texture_torus_R26_r27.glb,26,27,13.67,4.6
texture_torus_R26_r28.glb,26,28,13.67,4.73
texture_torus_R26_r29.glb,26,29,13.67,4.87
texture_torus_R26_r30.glb,26,30,13.67,5.0
texture_torus_R27_r0.glb,27,0,14.0,1.0
texture_torus_R27_r1.glb,27,1,14.0,1.13
texture_torus_R27_r2.glb,27,2,14.0,1.27
texture_torus_R27_r3.glb,27,3,14.0,1.4
texture_torus_R27_r4.glb,27,4,14.0,1.53
texture_torus_R27_r5.glb,27,5,14.0,1.67
texture_torus_R27_r6.glb,27,6,14.0,1.8
texture_torus_R27_r7.glb,27,7,14.0,1.93
texture_torus_R27_r8.glb,27,8,14.0,2.07
texture_torus_R27_r9.glb,27,9,14.0,2.2
texture_torus_R27_r10.glb,27,10,14.0,2.33
texture_torus_R27_r11.glb,27,11,14.0,2.47
texture_torus_R27_r12.glb,27,12,14.0,2.6
texture_torus_R27_r13.glb,27,13,14.0,2.73
texture_torus_R27_r14.glb,27,14,14.0,2.87
texture_torus_R27_r15.glb,27,15,14.0,3.0
texture_torus_R27_r16.glb,27,16,14.0,3.13
texture_torus_R27_r17.glb,27,17,14.0,3.27
texture_torus_R27_r18.glb,27,18,14.0,3.4
texture_torus_R27_r19.glb,27,19,14.0,3.53
texture_torus_R27_r20.glb,27,20,14.0,3.67
texture_torus_R27_r21.glb,27,21,14.0,3.8
texture_torus_R27_r22.glb,27,22,14.0,3.93
texture_torus_R27_r23.glb,27,23,14.0,4.07
texture_torus_R27_r24.glb,27,24,14.0,4.2
texture_torus_R27_r25.glb,27,25,14.0,4.33
texture_torus_R27_r26.glb,27,26,14.0,4.47
texture_torus_R27_r27.glb,27,27,14.0,4.6
texture_torus_R27_r28.glb,27,28,14.0,4.73
texture_torus_R27_r29.glb,27,29,14.0,4.87
texture_torus_R27_r30.glb,27,30,14.0,5.0
texture_torus_R28_r0.glb,28,0,14.33,1.0
texture_torus_R28_r1.glb,28,1,14.33,1.13
texture_torus_R28_r2.glb,28,2,14.33,1.27
texture_torus_R28_r3.glb,28,3,14.33,1.4
texture_torus_R28_r4.glb,28,4,14.33,1.53
texture_torus_R28_r5.glb,28,5,14.33,1.67
texture_torus_R28_r6.glb,28,6,14.33,1.8
texture_torus_R28_r7.glb,28,7,14.33,1.93
texture_torus_R28_r8.glb,28,8,14.33,2.07
texture_torus_R28_r9.glb,28,9,14.33,2.2
texture_torus_R28_r10.glb,28,10,14.33,2.33
texture_torus_R28_r11.glb,28,11,14.33,2.47
texture_torus_R28_r12.glb,28,12,14.33,2.6
texture_torus_R28_r13.glb,28,13,14.33,2.73
texture_torus_R28_r14.glb,28,14,14.33,2.87
texture_torus_R28_r15.glb,28,15,14.33,3.0
texture_torus_R28_r16.glb,28,16,14.33,3.13
texture_torus_R28_r17.glb,28,17,14.33,3.27
texture_torus_R28_r18.glb,28,18,14.33,3.4
texture_torus_R28_r19.glb,28,19,14.33,3.53
texture_torus_R28_r20.glb,28,20,14.33,3.67
texture_torus_R28_r21.glb,28,21,14.33,3.8
texture_torus_R28_r22.glb,28,22,14.33,3.93
texture_torus_R28_r23.glb,28,23,14.33,4.07
texture_torus_R28_r24.glb,28,24,14.33,4.2
texture_torus_R28_r25.glb,28,25,14.33,4.33
texture_torus_R28_r26.glb,28,26,14.33,4.47
texture_torus_R28_r27.glb,28,27,14.33,4.6
texture_torus_R28_r28.glb,28,28,14.33,4.73
texture_torus_R28_r29.glb,28,29,14.33,4.87
texture_torus_R28_r30.glb,28,30,14.33,5.0
texture_torus_R29_r0.glb,29,0,14.67,1.0
texture_torus_R29_r1.glb,29,1,14.67,1.13
texture_torus_R29_r2.glb,29,2,14.67,1.27
texture_torus_R29_r3.glb,29,3,14.67,1.4
texture_torus_R29_r4.glb,29,4,14.67,1.53
texture_torus_R29_r5.glb,29,5,14.67,1.67
texture_torus_R29_r6.glb,29,6,14.67,1.8
texture_torus_R29_r7.glb,29,7,14.67,1.93
texture_torus_R29_r8.glb,29,8,14.67,2.07
texture_torus_R29_r9.glb,29,9,14.67,2.2
texture_torus_R29_r10.glb,29,10,14.67,2.33
texture_torus_R29_r11.glb,29,11,14.67,2.47
texture_torus_R29_r12.glb,29,12,14.67,2.6
texture_torus_R29_r13.glb,29,13,14.67,2.73
texture_torus_R29_r14.glb,29,14,14.67,2.87
texture_torus_R29_r15.glb,29,15,14.67,3.0
texture_torus_R29_r16.glb,29,16,14.67,3.13
texture_torus_R29_r17.glb,29,17,14.67,3.27
texture_torus_R29_r18.glb,29,18,14.67,3.4
texture_torus_R29_r19.glb,29,19,14.67,3.53
texture_torus_R29_r20.glb,29,20,14.67,3.67
texture_torus_R29_r21.glb,29,21,14.67,3.8
texture_torus_R29_r22.glb,29,22,14.67,3.93
texture_torus_R29_r23.glb,29,23,14.67,4.07
texture_torus_R29_r24.glb,29,24,14.67,4.2
texture_torus_R29_r25.glb,29,25,14.67,4.33
texture_torus_R29_r26.glb,29,26,14.67,4.47
texture_torus_R29_r27.glb,29,27,14.67,4.6
texture_torus_R29_r28.glb,29,28,14.67,4.73
texture_torus_R29_r29.glb,29,29,14.67,4.87
texture_torus_R29_r30.glb,29,30,14.67,5.0
texture_torus_R30_r0.glb,30,0,15.0,1.0
texture_torus_R30_r1.glb,30,1,15.0,1.13
texture_torus_R30_r2.glb,30,2,15.0,1.27
texture_torus_R30_r3.glb,30,3,15.0,1.4
texture_torus_R30_r4.glb,30,4,15.0,1.53
texture_torus_R30_r5.glb,30,5,15.0,1.67
texture_torus_R30_r6.glb,30,6,15.0,1.8
texture_torus_R30_r7.glb,30,7,15.0,1.93
texture_torus_R30_r8.glb,30,8,15.0,2.07
texture_torus_R30_r9.glb,30,9,15.0,2.2
texture_torus_R30_r10.glb,30,10,15.0,2.33
texture_torus_R30_r11.glb,30,11,15.0,2.47
texture_torus_R30_r12.glb,30,12,15.0,2.6
texture_torus_R30_r13.glb,30,13,15.0,2.73
texture_torus_R30_r14.glb,30,14,15.0,2.87
texture_torus_R30_r15.glb,30,15,15.0,3.0
texture_torus_R30_r16.glb,30,16,15.0,3.13
texture_torus_R30_r17.glb,30,17,15.0,3.27
texture_torus_R30_r18.glb,30,18,15.0,3.4
texture_torus_R30_r19.glb,30,19,15.0,3.53
texture_torus_R30_r20.glb,30,20,15.0,3.67
texture_torus_R30_r21.glb,30,21,15.0,3.8
texture_torus_R30_r22.glb,30,22,15.0,3.93
texture_torus_R30_r23.glb,30,23,15.0,4.07
texture_torus_R30_r24.glb,30,24,15.0,4.2
texture_torus_R30_r25.glb,30,25,15.0,4.33
texture_torus_R30_r26.glb,30,26,15.0,4.47
texture_torus_R30_r27.glb,30,27,15.0,4.6
texture_torus_R30_r28.glb,30,28,15.0,4.73
texture_torus_R30_r29.glb,30,29,15.0,4.87
texture_torus_R30_r30.glb,30,30,15.0,5.0
