file,r_idx,r_idx_2,r_major,r_minor,mean,max,min
R9_r26.glb,9,26,8,4.466666666666667,1.1415863674709017,1.4278062678062686,0.7515343915343907
R9_r27.glb,9,27,8,4.6,1.1723730502637983,1.4861538461538486,0.7447619047619041
R9_r28.glb,9,28,8,4.733333333333333,1.2029689781461892,1.5454131054131073,0.7362962962962952
R9_r29.glb,9,29,8,4.866666666666667,1.2333741511180736,1.6055840455840478,0.7261375661375652
R9_r30.glb,9,30,8,5,1.2635885691794513,1.666666666666667,0.7142857142857133
R10_r0.glb,10,0,8.333333333333332,1,0.2858252505647641,0.3492063492063496,0.23931623931623897
R10_r1.glb,10,1,8.333333333333332,1.1333333333333333,0.32312457560374735,0.3885714285714288,0.2750997150997146
R10_r2.glb,10,2,8.333333333333332,1.2666666666666666,0.36023314573222426,0.4262433862433866,0.31179487179487125
R10_r3.glb,10,3,8.333333333333332,1.4,0.3971509609501948,0.46222222222222253,0.3494017094017089
R10_r4.glb,10,4,8.333333333333332,1.5333333333333332,0.433878021257659,0.49650793650793695,0.3879202279202274
R10_r5.glb,10,5,8.333333333333332,1.6666666666666663,0.4704143266546169,0.5291005291005296,0.4273504273504268
R10_r6.glb,10,6,8.333333333333332,1.8,0.5067598771410685,0.5600000000000007,0.4676923076923072
R10_r7.glb,10,7,8.333333333333332,1.9333333333333331,0.5429146727170137,0.5892063492063496,0.5089458689458684
R10_r8.glb,10,8,8.333333333333332,2.0666666666666664,0.5788787133824524,0.6167195767195771,0.5511111111111104
R10_r9.glb,10,9,8.333333333333332,2.2,0.6146519991373851,0.6425396825396835,0.5941880341880336
R10_r10.glb,10,10,8.333333333333332,2.333333333333333,0.6502345299818111,0.6666666666666675,0.6381766381766371
R10_r11.glb,10,11,8.333333333333332,2.466666666666667,0.685626305915731,0.6891005291005294,0.6830769230769222
R10_r12.glb,10,12,8.333333333333332,2.6,0.7208273269391445,0.7288888888888897,0.7098412698412688
R10_r13.glb,10,13,8.333333333333332,2.7333333333333334,0.7558375930520517,0.7756125356125363,0.7288888888888879
R10_r14.glb,10,14,8.333333333333332,2.8666666666666667,0.7906571042544523,0.8232478632478638,0.7462433862433853
R10_r15.glb,10,15,8.333333333333332,3,0.8252858605463468,0.8717948717948728,0.7619047619047609
R10_r16.glb,10,16,8.333333333333332,3.1333333333333333,0.859723861927735,0.921253561253562,0.775873015873015
R10_r17.glb,10,17,8.333333333333332,3.2666666666666666,0.8939711083986167,0.9716239316239323,0.7881481481481468
R10_r18.glb,10,18,8.333333333333332,3.4,0.9280275999589921,1.022905982905984,0.7987301587301576
R10_r19.glb,10,19,8.333333333333332,3.533333333333333,0.9618933366088611,1.075099715099716,0.8076190476190465
R10_r20.glb,10,20,8.333333333333332,3.6666666666666665,0.9955683183482238,1.1282051282051289,0.8148148148148138
R10_r21.glb,10,21,8.333333333333332,3.8,1.0290525451770802,1.182222222222223,0.820317460317459
R10_r22.glb,10,22,8.333333333333332,3.933333333333333,1.0623460170954302,1.2371509971509986,0.8241269841269832
R10_r23.glb,10,23,8.333333333333332,4.066666666666666,1.095448734103274,1.292991452991454,0.826243386243385
R10_r24.glb,10,24,8.333333333333332,4.2,1.1283606962006114,1.3497435897435908,0.8266666666666653
R10_r25.glb,10,25,8.333333333333332,4.333333333333334,1.1610819033874424,1.4074074074074092,0.8253968253968241
R10_r26.glb,10,26,8.333333333333332,4.466666666666667,1.193612355663767,1.4659829059829073,0.8224338624338615
R10_r27.glb,10,27,8.333333333333332,4.6,1.225952053029585,1.5254700854700871,0.8177777777777769
R10_r28.glb,10,28,8.333333333333332,4.733333333333333,1.2581009954848974,1.585868945868948,0.8114285714285702
R10_r29.glb,10,29,8.333333333333332,4.866666666666667,1.290059183029703,1.6471794871794891,0.8033862433862422
R10_r30.glb,10,30,8.333333333333332,5,1.3218266156640022,1.709401709401711,0.7936507936507926
R11_r0.glb,11,0,8.666666666666666,1,0.2974728598616743,0.3650793650793656,0.2478632478632475
R11_r1.glb,11,1,8.666666666666666,1.1333333333333333,0.336325199473579,0.40656084656084696,0.28478632478632415
R11_r2.glb,11,2,8.666666666666666,1.2666666666666666,0.3749867841749772,0.4463492063492069,0.32262108262108236
R11_r3.glb,11,3,8.666666666666666,1.4,0.41345761396586916,0.48444444444444473,0.36136752136752087
R11_r4.glb,11,4,8.666666666666666,1.5333333333333332,0.4517376888462547,0.5208465608465613,0.40102564102564053
R11_r5.glb,11,5,8.666666666666666,1.6666666666666663,0.489827008816134,0.5555555555555556,0.4415954415954408
R11_r6.glb,11,6,8.666666666666666,1.8,0.5277255738755069,0.5885714285714292,0.4830769230769227
R11_r7.glb,11,7,8.666666666666666,1.9333333333333331,0.5654333840243735,0.6198941798941807,0.5254700854700849
R11_r8.glb,11,8,8.666666666666666,2.0666666666666664,0.6029504392627336,0.6495238095238101,0.568774928774928
R11_r9.glb,11,9,8.666666666666666,2.2,0.6402767395905875,0.6774603174603182,0.6129914529914523
R11_r10.glb,11,10,8.666666666666666,2.333333333333333,0.6774122850079349,0.7037037037037044,0.6581196581196577
R11_r11.glb,11,11,8.666666666666666,2.466666666666667,0.7143570755147763,0.7282539682539688,0.7041595441595432
R11_r12.glb,11,12,8.666666666666666,2.6,0.7511111111111111,0.7511111111111188,0.7511111111111047
R11_r13.glb,11,13,8.666666666666666,2.7333333333333334,0.7876743917969395,0.7989743589743596,0.7722751322751312
R11_r14.glb,11,14,8.666666666666666,2.8666666666666667,0.8240469175722617,0.8477492877492885,0.7917460317460309
R11_r15.glb,11,15,8.666666666666666,3,0.8602286884370774,0.8974358974358985,0.8095238095238086
R11_r16.glb,11,16,8.666666666666666,3.1333333333333333,0.896219704391387,0.9480341880341888,0.8256084656084645
R11_r17.glb,11,17,8.666666666666666,3.2666666666666666,0.9320199654351901,0.9995441595441608,0.8399999999999991
